Time[s],RateRoll[deg/s],RatePitch[deg/s],RateYaw[deg/s],AccX[m/s^2],AccY[m/s^2],AccZ[m/s^2],Torque[Ncm]
83.13,-0.05,0.04,-30.63,6.95,7.19,0.9,1.92
83.21,-0.1,-0.12,-30.61,6.96,7.16,0.92,1.92
83.31,-0.21,-0.08,-30.64,6.95,7.13,0.88,1.92
83.4,-0.06,0.08,-30.76,6.94,7.15,0.87,1.91
83.6,-0.03,0.21,-30.77,6.95,7.17,0.91,1.91
83.6,-0.26,0.11,-30.74,6.97,7.16,0.87,1.91
83.68,-0.3,0.03,-30.71,6.92,7.16,0.84,1.91
83.78,-0.21,0.12,-30.73,6.94,7.18,0.88,1.91
83.88,-0.03,0.07,-30.73,7.02,7.2,0.88,1.91
83.96,-0.05,0.0,-30.67,7.0,7.19,0.85,1.91
84.08,-0.29,0.03,-30.72,6.91,7.18,0.87,1.91
84.15,-0.28,0.02,-30.7,6.87,7.17,0.88,1.91
84.22,-0.17,0.04,-30.64,6.92,7.15,0.86,1.91
84.32,-0.19,0.11,-30.73,6.96,7.17,0.88,1.91
84.52,-0.18,-0.01,-30.76,6.96,7.19,0.88,1.91
84.52,-0.17,-0.06,-30.78,7.0,7.19,0.86,1.91
84.61,-0.1,0.16,-30.69,6.97,7.19,0.89,1.91
84.69,-0.09,0.25,-30.53,6.91,7.16,0.92,1.91
84.78,-0.14,0.13,-30.64,6.95,7.16,0.86,1.91
84.87,-0.11,0.06,-30.78,6.98,7.17,0.84,1.91
84.98,-0.06,0.03,-30.68,6.95,7.18,0.88,1.9
85.06,-0.03,-0.0,-30.62,6.9,7.17,0.86,1.9
85.17,-0.04,-0.06,-30.71,6.91,7.17,0.85,1.91
85.25,0.01,0.03,-30.63,6.9,7.17,0.83,1.91
85.46,-0.06,0.18,-30.62,6.85,7.22,0.8,1.91
85.46,-0.15,0.11,-30.82,6.86,7.23,0.84,1.9
85.54,-0.0,0.03,-30.75,6.89,7.17,0.85,1.9
85.6,-0.01,0.07,-30.72,6.93,7.2,0.88,1.9
85.7,-0.17,0.09,-30.8,6.96,7.19,0.89,1.9
85.79,-0.11,0.05,-30.78,6.94,7.17,0.86,1.9
85.89,-0.1,0.06,-30.75,6.9,7.18,0.83,1.9
85.99,-0.15,0.11,-30.73,6.89,7.14,0.85,1.9
86.1,-0.13,0.02,-30.75,6.92,7.15,0.91,1.89
86.18,-0.21,0.03,-30.81,6.93,7.17,0.91,1.89
86.38,-0.25,0.14,-30.74,6.92,7.17,0.85,1.9
86.38,-0.2,0.15,-30.55,6.97,7.18,0.82,1.89
86.45,-0.19,0.14,-30.6,7.0,7.17,0.85,1.89
86.53,-0.22,0.21,-30.78,6.95,7.15,0.88,1.89
86.63,-0.13,0.22,-30.74,6.95,7.13,0.86,1.89
86.71,-0.14,0.13,-30.69,6.98,7.13,0.86,1.89
86.8,-0.29,0.23,-30.8,6.96,7.16,0.89,1.9
86.9,-0.26,0.28,-30.83,6.94,7.22,0.88,1.9
87.0,-0.12,0.22,-30.68,6.92,7.22,0.83,1.9
87.1,-0.12,0.22,-30.57,6.87,7.16,0.84,1.9
87.3,-0.31,0.11,-30.62,6.9,7.15,0.88,1.9
87.3,-0.21,0.07,-30.58,6.96,7.16,0.86,1.9
87.36,-0.08,0.12,-30.49,6.94,7.15,0.84,1.9
87.46,-0.19,0.11,-30.6,6.91,7.13,0.84,1.9
87.57,-0.11,0.14,-30.64,6.95,7.14,0.87,1.89
87.63,-0.11,0.2,-30.61,6.95,7.16,0.87,1.89
87.73,-0.21,0.18,-30.64,6.9,7.15,0.8,1.89
87.84,-0.18,0.09,-30.69,6.92,7.12,0.8,1.89
87.91,-0.24,0.02,-30.77,6.92,7.13,0.88,1.89
88.03,-0.33,0.0,-30.82,6.91,7.17,0.89,1.89
88.22,-0.32,-0.0,-30.87,6.95,7.18,0.88,1.89
88.23,-0.23,0.04,-30.68,6.98,7.17,0.86,1.89
88.29,-0.19,0.04,-30.48,6.97,7.18,0.83,1.9
88.41,-0.12,0.04,-30.69,6.97,7.17,0.89,1.89
88.47,-0.12,0.11,-30.76,6.95,7.1,0.88,1.89
88.57,-0.18,0.02,-30.63,6.92,7.08,0.84,1.9
88.66,-0.21,-0.16,-30.7,7.1,7.14,0.88,1.9
88.74,-0.34,-0.14,-30.71,7.31,7.17,0.87,1.9
88.84,-0.34,-0.0,-30.62,7.08,7.23,0.85,1.9
88.94,-0.26,-0.0,-30.69,6.83,7.22,0.91,1.9
89.15,-0.22,-0.02,-30.67,6.89,7.16,0.96,1.9
89.15,-0.23,0.04,-30.62,6.94,7.16,0.89,1.9
89.2,-0.25,0.17,-30.76,6.93,7.16,0.84,1.9
89.29,-0.19,0.22,-30.79,6.95,7.15,0.87,1.9
89.38,-0.21,0.12,-30.69,6.94,7.13,0.87,1.9
89.48,-0.12,-0.06,-30.53,6.91,7.11,0.85,1.91
89.59,-0.12,-0.14,-30.57,6.91,7.14,0.85,1.92
89.67,-0.26,0.07,-30.76,6.9,7.19,0.83,1.94
89.77,-0.18,0.14,-30.63,6.88,7.17,0.83,1.94
89.86,-0.1,0.02,-30.55,6.93,7.19,0.86,1.92
90.05,-0.15,-0.07,-29.6,7.02,7.23,0.91,1.98
90.06,0.15,0.41,53.72,7.55,7.26,1.04,2.04
90.13,0.3,0.83,99.26,8.61,6.32,1.09,1.26
90.21,-0.19,0.2,-21.19,9.05,4.64,0.91,0.81
90.31,-0.08,-0.12,-13.96,8.96,4.16,0.85,1.14
90.39,0.26,0.17,54.85,9.31,3.65,0.93,1.19
90.49,-0.03,0.14,2.87,9.71,2.22,0.93,1.11
90.58,0.12,0.14,31.58,9.75,0.44,0.95,1.05
90.7,0.31,0.3,44.52,9.75,-0.92,0.98,0.98
90.78,-0.13,0.12,-34.88,9.86,-0.58,0.95,0.9
90.98,-0.3,-0.06,-42.01,9.9,-0.21,0.94,1.06
90.99,0.03,-0.14,24.74,9.77,-1.42,0.93,1.39
91.04,0.23,-0.08,44.16,9.55,-2.5,0.93,1.15
91.15,-0.04,0.17,-21.16,9.37,-2.6,0.99,1.19
91.23,-0.28,0.17,-46.45,9.27,-3.19,1.0,0.71
91.32,-0.15,0.06,-25.97,9.23,-3.56,0.92,-0.0
91.43,0.02,0.03,-29.14,9.25,-3.25,0.9,-0.19
91.51,-0.07,0.04,-32.14,9.23,-3.22,0.91,-0.11
91.61,-0.2,0.13,-30.29,9.25,-3.27,0.9,-0.0
91.7,-0.12,0.15,-30.42,9.34,-3.27,0.92,0.08
91.9,-0.0,0.09,-30.73,9.31,-3.27,0.95,0.08
91.9,-0.06,0.03,-30.6,9.23,-3.26,0.99,0.05
91.96,-0.16,-0.0,-30.78,9.26,-3.28,0.94,0.06
92.07,-0.21,0.04,-30.9,9.27,-3.29,0.88,0.04
92.15,-0.25,0.16,-30.8,9.24,-3.28,0.92,0.03
92.26,-0.13,0.18,-30.41,9.25,-3.29,0.94,0.11
92.34,0.04,-0.01,-31.46,9.29,-2.97,0.92,0.53
92.44,-0.09,0.02,-11.1,9.16,-3.22,0.94,1.3
92.51,-0.11,0.14,38.03,8.76,-4.26,0.99,1.35
92.6,-0.12,0.18,49.22,8.22,-5.23,0.94,1.38
92.8,-0.43,0.36,-0.7,7.87,-6.16,0.91,1.23
92.81,-0.34,0.27,-38.57,7.82,-6.08,0.96,1.02
92.89,-0.12,0.06,-33.9,7.87,-5.7,1.0,0.66
92.98,-0.15,0.01,-27.87,7.91,-5.87,1.0,0.5
93.09,-0.16,0.02,-31.33,7.88,-5.88,0.94,0.5
93.17,-0.1,0.1,-31.11,7.86,-5.83,0.9,0.5
93.25,-0.07,0.08,-30.38,7.91,-5.87,0.94,0.49
93.36,-0.04,0.15,-30.91,7.98,-5.93,0.96,0.47
93.44,0.05,0.13,-31.1,7.99,-5.94,0.91,0.28
93.53,-0.01,0.04,-31.25,7.89,-5.88,0.88,-0.1
93.73,-0.18,0.17,-31.63,7.86,-5.85,0.94,-0.71
93.74,-0.17,0.22,-31.6,7.92,-5.81,0.96,-1.37
93.82,-0.05,0.19,-31.91,7.94,-5.74,0.91,-1.91
93.9,-0.21,0.07,-57.74,8.1,-5.9,0.9,-2.24
94.0,-0.34,-0.09,-71.59,8.46,-5.65,0.91,-1.96
94.09,-0.19,0.04,-33.46,8.61,-4.88,0.92,-1.59
94.17,-0.17,0.11,-20.76,8.55,-4.73,0.94,-1.32
94.27,-0.2,0.03,-34.11,8.52,-4.94,0.94,-1.18
94.37,-0.16,0.13,-30.97,8.53,-4.93,0.9,-1.15
94.46,-0.18,0.29,-29.81,8.58,-4.94,0.86,-1.15
94.66,-0.13,0.17,-31.42,8.6,-4.95,0.84,-1.13
94.66,-0.1,0.02,-30.84,8.54,-4.92,0.86,-1.12
94.74,-0.18,0.11,-30.35,8.55,-4.9,0.93,-1.13
94.82,-0.16,0.18,-30.62,8.55,-4.87,1.0,-1.11
94.91,-0.08,0.17,-30.75,8.52,-4.86,0.98,-1.11
95.02,-0.14,0.2,-30.75,8.54,-4.9,0.93,-1.11
95.11,-0.26,0.16,-30.76,8.56,-4.9,0.92,-1.13
95.2,-0.18,0.1,-30.69,8.54,-4.86,0.95,-1.15
95.29,-0.02,0.11,-30.72,8.53,-4.84,0.99,-1.15
95.39,-0.1,0.12,-30.74,8.52,-4.89,0.99,-1.15
95.61,-0.15,0.14,-30.74,8.53,-4.92,0.95,-1.15
95.61,-0.07,0.09,-30.84,8.56,-4.92,0.88,-1.15
95.65,-0.05,-0.05,-30.8,8.52,-4.91,0.88,-1.14
95.75,-0.13,-0.07,-30.74,8.49,-4.92,0.95,-1.14
95.84,-0.25,0.04,-30.62,8.52,-4.93,0.95,-1.09
95.94,-0.18,0.04,-30.36,8.51,-4.92,0.91,-0.97
96.02,-0.13,0.02,-30.35,8.55,-4.93,0.93,-0.83
96.13,-0.29,0.06,-30.58,8.58,-4.92,0.94,-0.77
96.21,-0.26,-0.03,-30.72,8.53,-4.87,0.93,-0.74
96.29,-0.11,-0.04,-30.73,8.54,-4.84,0.93,-0.66
